npsn,school_name,district_bps_name,village_bps_code,latitude,longitude,internet
20227466,SMAN 11 Garut,Kabupaten Garut,3205190008,-7.2172,107.902,good
20220341,SMAN 10 Bogor,Kota Bogor,3271050015,-6.5599,106.7652,very good
20223032,SMAN 11 Bekasi,Kota Bekasi,3275020001,-6.3437,106.9399,good
20223019,SMAN 10 Bekasi,Kota Bekasi,3275061003,-6.2091,106.9748,good
20231719,SMAN 13 Bekasi,Kota Bekasi,3275040005,-6.2599,107.0202,good
69857938,SMAN 12 Kota Depok,Kota Depok,3276021005,-6.419987,106.795555,good
20262716,SMAN 1 Bantarkalong,Kabupaten Tasikmalaya,3206070010,-7.5769,108.0969,need check
20214970,SMAN 1 Astanajapura,Kabupaten Cirebon,3209080010,-6.7882,108.6181,very good
20210768,SMAN 1 Ciawi,Kabupaten Tasikmalaya,3206260011,-7.1381,108.1441,good
20218357,SMAN 1 Cibarusah,Kabupaten Bekasi,3216030003,-6.4128,107.0842,very good
20231325,SMAN 1 Cigudeg,Kabupaten Bogor,3201270010,-6.5544,106.534,good
20237371,SMAN 1 Cikampek,Kabupaten Karawang,3215072002,-6.4213,107.4728,very good
20206145,SMAN 1 Ciparay,Kabupaten Bandung,3204130004,-7.0537,107.7093,good
69881559,SMAN 1 Cisayong,Kabupaten Tasikmalaya,3206230014,-7.244366,108.127268,need check
20252287,SMAN 1 Cimaragas,Kabupaten Ciamis,3207140004,-7.3707,108.4636,good
20231331,SMAN 1 Gunung Sindur,Kabupaten Bogor,3201250009,-6.3833,106.6595,very good
20217338,SMAN 1 Jatiluhur,Kabupaten Purwakarta,3214010018,-6.5591,107.4285,good
20211490,SMAN 1 Kawali,Kabupaten Ciamis,3207280004,-7.1869,108.3639,good
20217787,SMAN 1 Klari,Kabupaten Karawang,3215040013,-6.360251,107.377953,good
20211502,SMAN 1 Lakbok,Kabupaten Ciamis,3207110008,-7.3879,108.6748,very good
20233752,SMAN 1 Lohbener,Kabupaten Indramayu,3212170009,-6.3981,108.2836,good
20202266,SMAN 1 Nagrak,Kabupaten Sukabumi,3202220004,-6.8645,106.8039,very good
20211503,SMAN 1 Mangunjaya,Kabupaten Pangandaran,3218100003,-7.4904,108.6981,very good
20200887,SMAN 1 Parung Panjang,Kabupaten Bogor,3201300011,-6.3589,106.5832,good
20227901,SMAN 1 Parongpong,Kabupaten Bandung Barat,3217110006,-6.8098,107.5762,very good
20253152,SMAN 1 Sukadana,Kabupaten Ciamis,3207200005,-7.2569,108.4448,very good
20238437,SMAN 1 Sindangkasih,Kabupaten Ciamis,3207160004,-7.3451,108.5,good
20215977,SMAN 1 Sukagumiwang,Kabupaten Indramayu,3212081007,-6.5512,108.35,very good
20221559,SMAN 1 Sukabumi,Kota Sukabumi,3272020003,-6.9388,106.9306,good
20237993,SMAN 1 Tambelang,Kabupaten Bekasi,3216110005,-6.1852,107.1223,very good
20209193,SMAN 20 Garut,Kabupaten Garut,3205110006,-7.4941,107.9148,very good
20214988,SMAN 1 Waled,Kabupaten Cirebon,3209010009,-6.914,108.7154,very good
69964922,SMAN 1 Tirtajaya,Kabupaten Karawang,3215180002,-6.098809,107.253053,good
20217780,SMAN 1 Telukjambe,Kabupaten Karawang,3215031001,-6.3246,107.3053,good
20203723,SMAN 2 Cianjur,Kabupaten Cianjur,3203200009,-6.8242,107.1226,very good
20247316,SMAN 2 Cikampek,Kabupaten Karawang,3215050013,-6.3973,107.4326,very good
20215993,SMAN 2 Indramayu,Kabupaten Indramayu,3212150012,-6.3342,108.3443,very good
20222365,SMAN 2 Cirebon,Kota Cirebon,3274010002,-6.7539,108.5421,very good
69915815,SMAN 2 Telukjambe Timur,Kabupaten Karawang,3215031005,-6.3342,107.282,good
20237996,SMAN 3 Tambun Selatan,Kabupaten Bekasi,3216081009,-6.2263,107.0621,good
20227471,SMAN 5 Garut,Kabupaten Garut,3205070002,-7.6365,107.7316,good
20222367,SMAN 4 Cirebon,Kota Cirebon,3274010003,-6.7487,108.5405,good
20227459,SMAN 7 Garut,Kabupaten Garut,3205030008,-7.4668,107.5941,good
69989079,SMAN 2 Cibarusah,Kabupaten Bekasi,3216030003,-6.4128,107.082,very good
20232466,SMKN 1 Bojong Gede,Kabupaten Bogor,3201220002,-6.4904,106.7717,very good
20244734,SMKN 1 Cibarusah,Kabupaten Bekasi,3216030004,-6.4141,107.1086,good
20255901,SMKN 1 Cikedung,Kabupaten Indramayu,3212040006,-6.4966,108.1869,good
69967710,SMKN 1 Cipongkor,Kabupaten Bandung Barat,3217060008,-6.952685,107.385799,very good
20237464,SMKN 1 Jatisari,Kabupaten Karawang,3215070011,-6.3662,107.5292,good
20229219,SMKN 1 Depok,Kota Depok,3276041002,-6.439918,106.883702,very good
20233758,SMKN 1 Balongan,Kabupaten Indramayu,3212140007,-6.3596,108.3737,very good
20229783,SMKN 1 Rancaekek,Kabupaten Bandung,3204110011,-6.988362,107.806281,very good
20253097,SMKN 1 Rancah,Kabupaten Ciamis,3207180002,-7.2636,108.499,very good
20216005,SMKN 1 Anjatan,Kabupaten Indramayu,3212210013,-6.3307,107.9658,good
20225282,SMKN 1 Banjar,Kota Banjar,3279010005,-7.3707,108.527,very good
20216004,SMKN 1 Indramayu,Kabupaten Indramayu,3212150011,-6.3406,108.338,good
20229784,SMKN 7 Baleendah,Kabupaten Bandung,3204140002,-7.015,107.6515,good
20219141,SMKN 7 Bandung,Kota Bandung,3273090003,-6.9405,107.6602,good
20252324,SMAN 1 Cisaga,Kabupaten Ciamis,3207160004,-7.34994,108.510478,very good
69849086,SMKN Maniis,Kabupaten Purwakarta,3214020003,-6.686948,107.358475,poor
20267759,SMKN Peternakan Lembang,Kabupaten Bandung Barat,3217120012,-6.802,107.6511,very good
20271184,SMKN 1 Gunung Sindur,Kabupaten Bogor,3201250007,-6.3724,106.7087,very good
20217802,SMKN 1 Karawang,Kabupaten Karawang,3215113004,-6.2841,107.2864,good
20227905,SMAN 1 Katapang,Kabupaten Bandung,3204180008,-7.008178,107.557652,very good
20238569,SMAN 1 Sukawangi,Kabupaten Bekasi,3216111005,-6.1129,107.1296,very good
20223818,SMAN 2 Kota Depok,Kota Depok,3276030009,-6.394115,106.849655,good
20233680,SMKN 1 Subang,Kabupaten Subang,3213070005,-6.5559,107.7604,good
69823285,SMAN 3 Babelan,Kabupaten Bekasi,3216090001,-6.1722784,107.0110735,good
20258176,SMKN 5 Kota Bekasi,Kota Bekasi,3275070005,-6.203,107.0187,good
20232374,SMAN 1 Ciomas,Kabupaten Bogor,3201070016,-6.6045,106.7499,very good
20231330,SMAN 1 Gunung Putri,Kabupaten Bogor,3201190004,-6.4268,106.9149,good
20200885,SMAN 1 Cibinong,Kabupaten Bogor,3201210012,-6.470353,106.861807,good
20200676,SMAN 1 Ciampea,Kabupaten Bogor,3201050017,-6.5561,106.6899,very good
20257901,SMKN Pancatengah,Kabupaten Tasikmalaya,3206040005,-7.7002,108.2735,good
20229757,SMKN 1 Cibatu,Kabupaten Purwakarta,3214111006,-6.5137,107.5513,poor
20237377,SMAN 1 Pangkalan,Kabupaten Karawang,3215010014,-6.4955,107.2184,very good
20267642,SMAN 1 Rongga,Kabupaten Bandung Barat,3217010006,-6.9683,107.2964,need check
20218369,SMKN 1 Cikarang Barat,Kabupaten Bekasi,3216071007,-6.2745,107.0896,good
20237988,SMAN 1 Cikarang Timur,Kabupaten Bekasi,3216041005,-6.2745,107.2012,good
20211491,SMAN 1 Baregbeg,Kabupaten Ciamis,3207211002,-7.3152,108.3576,very good
20200604,SMAN 1 Tamansari,Kabupaten Bogor,3201071006,-6.655,106.7484,very good
20217358,SMAN 1 Sukatani,Kabupaten Purwakarta,3214050006,-6.6135,107.4113,very good
20222174,SMKN 1 Cirebon,Kota Cirebon,3274040002,-6.7351,108.5366,good
69753909,SMAN 29 Garut,Kabupaten Garut,3205011006,-7.4713,107.466,need check
20210740,SMAN 1 Singaparna,Kabupaten Tasikmalaya,3206190012,-7.3544,108.1194,good
20244755,SMKN Rajapolah,Kabupaten Tasikmalaya,3206240007,-7.2047,108.1864,very good
20229747,SMAN 1 Sukasari,Kabupaten Purwakarta,3214011004,-6.5382,107.2941,good
20214986,SMAN 1 Karang Wareng,Kabupaten Cirebon,3209051004,-6.8722,108.6583,good
20237989,SMAN 1 Karang Bahagia,Kabupaten Bekasi,3216062006,-6.2071,107.189,very good
20200691,SMAN 2 Cibinong,Kabupaten Bogor,3201210001,-6.522862,106.807865,good
69886260,SMAN 2 Cibinong,Kabupaten Cianjur,3203050005,-7.344779,107.121294,good
20218359,SMAN 1 Babelan,Kabupaten Bekasi,3216090002,-6.1882,107.0345,very good
20254165,SMAN 2 Babelan,Kabupaten Bekasi,3216090002,-6.1952,107.0366,good
20221560,SMAN 2 Sukabumi,Kota Sukabumi,3272040004,-6.9062,106.9166,good
20211509,SMAN 1 Rancah,Kabupaten Ciamis,3207180007,-7.2086,108.5039,very good
20216942,SMAN 1 Kalijati,Kabupaten Subang,3213080005,-6.5488,107.6474,very good
20203739,SMAN 1 Cianjur,Kabupaten Cianjur,3203200008,-6.8256,107.1314,good
20251793,SMAN 1 Cileunyi,Kabupaten Bandung,3204290006,-6.94,107.7233,good
20211578,SMAN 1 Cihaurbeuti,Kabupaten Ciamis,3207230011,-7.195567,108.2004,very good
20220334,SMAN 4 Bogor,Kota Bogor,3271010015,-6.616128,106.800757,good
20211505,SMAN 1 Panawangan,Kabupaten Ciamis,3207270010,-7.091,108.3753,good
20215979,SMAN 1 Jatibarang,Kabupaten Indramayu,3212130004,-6.4635,108.3139,poor
20254612,SMAN 1 Nanggung,Kabupaten Bogor,3201010005,-6.6074,106.537,very good
20214796,SMKN 1 Kedawung,Kabupaten Cirebon,3209162004,-6.711,108.5443,good
20202263,SMAN 1 Jampangkulon,Kabupaten Sukabumi,3202040005,-7.274264,106.623874,very good
20209194,SMAN 21 Garut,Kabupaten Garut,3205020004,-7.2934,107.5293,very good
20227473,SMAN 14 Garut,Kabupaten Garut,3205220006,-7.1556,108.0108,good
20227458,SMAN 19 Garut,Kabupaten Garut,3205160012,-7.2694,107.8141,good
20209236,SMAN 13 Garut,Kabupaten Garut,3205290008,-7.0317,107.9992,very good
20219235,SMAN 17 Bandung,Kota Bandung,3273020004,-6.942,107.5749,good
20219237,SMAN 16 Bandung,Kota Bandung,3273150004,-6.9265,107.6568,good
20276429,SMAN 17 Bekasi,Kota Bekasi,3275050001,-6.2706,106.9643,very good
20231718,SMAN 12 Bekasi,Kota Bekasi,3275060003,-6.2228,106.9728,good
20231322,SMAN 1 Babakan Madang,Kabupaten Bogor,3201140003,-6.573,106.8994,very good
20220342,SMAN 1 Bogor,Kota Bogor,3271040001,-6.5974,106.7933,good
20238516,SMAN 2 Bogor,Kota Bogor,3271060006,-6.5542,106.7942,very good
20223020,SMAN 1 Bekasi,Kota Bekasi,3275040006,-6.2268,107.011,good
20275048,SMAN 16 Bekasi,Kota Bekasi,3275012002,-6.3107,106.9316,good
20237984,SMAN 1 Bojongmangu,Kabupaten Bekasi,3216031003,-6.4328,107.1751,poor
20216938,SMAN 1 Subang,Kabupaten Subang,3213070006,-6.5552,107.7513,good
20217357,SMAN 1 Purwakarta,Kabupaten Purwakarta,3214100006,-6.5604,107.4473,good
20238031,SMKN 1 Babelan,Kabupaten Bekasi,3216090007,-6.1071,107.0534,very good
20271593,SMKN 10 Kota Bekasi,Kota Bekasi,3275012002,-6.3205,106.9345,good
69915809,SMAN 2 Klari,Kabupaten Karawang,3215040013,-6.361677,107.374067,good
69772519,SMKN 1 Binong,Kabupaten Subang,3213170006,-6.4029,107.7932,good
20253277,SMKN 1 Bojong,Kabupaten Purwakarta,3214070008,-6.7068,107.4971,very good
20213887,SMAN 1 Bantarujeg,Kabupaten Majalengka,3210020016,-6.9743,108.2383,very good
20213885,SMAN 1 Jatiwangi,Kabupaten Majalengka,3210140016,-6.7263,108.2742,good
20202317,SMAN 1 Cibadak,Kabupaten Sukabumi,3202210011,-6.896283,106.779967,very good
20202289,SMAN 1 Cicurug,Kabupaten Sukabumi,3202230003,-6.799167,106.779744,good
60726697,SMAN 1 Ciemas,Kabupaten Sukabumi,3202010008,-7.2175,106.4854,poor
20206146,SMAN 1 Cililin,Kabupaten Bandung Barat,3217040003,-6.987,107.4489,very good
20227869,SMAN 1 Cipongkor,Kabupaten Bandung Barat,3217060010,-6.9385,107.3604,good
20206144,SMAN 1 Cipatat,Kabupaten Bandung Barat,3217080002,-6.8402,107.3714,poor
20206227,SMAN 1 Cisarua,Kabupaten Bandung Barat,3217130002,-6.817293,107.548995,good
20251782,SMAN 1 Cikalongwetan,Kabupaten Bandung Barat,3217140002,-6.7626,107.4638,very good
20206131,SMAN 1 Cipeundeuy,Kabupaten Bandung Barat,3217150002,-6.763,107.3659,very good
20252386,SMKN 1 Cibinong,Kabupaten Cianjur,3203050015,-7.309,107.1873,good
20252388,SMKN 1 Bojongpicung,Kabupaten Cianjur,3203160009,-6.852,107.2734,very good
20252563,SMKN 1 Cihampelas,Kabupaten Bandung Barat,3217050017,-6.9334,107.4616,very good
20219326,SMAN 8 Bandung,Kota Bandung,3273070002,-6.9384,107.6258,good
20219327,SMAN 3 Bandung,Kota Bandung,3273170003,-6.9122,107.6149,good
20219257,SMAN 10 Bandung,Kota Bandung,3273210003,-6.9024,107.6434,good
20206209,SMAN 1 Margahayu,Kabupaten Bandung,3204260001,-6.976932,107.568168,very good
20251791,SMAN 1 Banjaran,Kabupaten Bandung,3204160003,-7.0532,107.5895,good
20227903,SMAN 1 Bojongsoang,Kabupaten Bandung,3204280006,-6.981,107.6852,very good
20214969,SMAN 1 Babakan,Kabupaten Cirebon,3209040010,-6.8548,108.7222,good
20214995,SMAN 1 Lemahabang,Kabupaten Cirebon,3209060015,-6.8306,108.6214,very good
20214968,SMAN 1 Beber,Kabupaten Cirebon,3209100011,-6.8321,108.5218,very good
20214980,SMAN 1 Gegesik,Kabupaten Cirebon,3209230012,-6.5995,108.4194,very good
20214965,SMAN 1 Dukupuntang,Kabupaten Cirebon,3209121006,-6.762728,108.44606,good
20222364,SMAN 1 Cirebon,Kota Cirebon,3274050003,-6.710976,108.551441,good
20212953,SMAN 1 Cidahu,Kabupaten Kuningan,3208090003,-6.9809,108.6457,very good
20214967,SMAN 1 Ciledug,Kabupaten Cirebon,3209020012,-6.9102,108.738,very good
20227468,SMAN 10 Garut,Kabupaten Garut,3205250007,-7.1112,107.9517,good
20227470,SMAN 23 Garut,Kabupaten Garut,3205050007,-7.4454,107.6584,very good
20209182,SMAN 18 Garut,Kabupaten Garut,3205200006,-7.2146,107.9455,very good
20210767,SMAN 1 Cikalong,Kabupaten Tasikmalaya,3206030005,-7.7341,108.18,good
20210766,SMAN 1 Cikatomas,Kabupaten Tasikmalaya,3206050004,-7.6108,108.2617,poor
20211563,SMAN 1 Banjarsari,Kabupaten Ciamis,3207100018,-7.5027,108.6316,very good
20227465,SMAN 12 Garut,Kabupaten Garut,3205010006,-7.368065,107.542939,need check
20231334,SMAN 1 Pamijahan,Kabupaten Bogor,3201030005,-6.6685,106.6632,very good
20229167,SMAN 5 Kota Depok,Kota Depok,3276010004,-6.409,106.75992,very good
20200601,SMAN 1 Leuwiliang,Kabupaten Bogor,3201020018,-6.5721,106.6294,good
20270736,SMKN 1 Leuwiliang,Kabupaten Bogor,3201020017,-6.5906,106.6284,very good
20231324,SMAN 1 Cibungbulang,Kabupaten Bogor,3201040003,-6.5874,106.6629,very good
20232377,SMAN 1 Dramaga,Kabupaten Bogor,3201060008,-6.5696,106.74,good
20254135,SMKN 1 Ciomas,Kabupaten Bogor,3201070019,-6.586,106.7586,good
20219144,SMKN 4 Bandung,Kota Bandung,3273070002,-6.9418,107.6285,good
20271050,SMAN 1 Cijeruk,Kabupaten Bogor,3201080012,-6.6949,106.7952,very good
20254098,SMAN 1 Caringin,Kabupaten Bogor,3201090012,-6.7047,106.8248,very good
20219174,SMKN 12 Bandung,Kota Bandung,3273190003,-6.9068,107.5925,good
20231419,SMKN 1 Cariu,Kabupaten Bogor,3201160020,-6.4954,107.1368,good
20200680,SMAN 1 Jonggol,Kabupaten Bogor,3201170006,-6.4824,107.0597,very good
20200681,SMAN 1 Cileungsi,Kabupaten Bogor,3201180018,-6.3941,106.9561,good
20200603,SMAN 1 Citeureup,Kabupaten Bogor,3201200010,-6.5048,106.8882,very good
20270776,SMAN 2 GUNUNG PUTRI,Kabupaten Bogor,3201190009,-6.3643,106.9573,good
20231421,SMKN 1 Gunungputri,Kabupaten Bogor,3201190006,-6.4239,106.9401,good
20231339,SMAN 3 Cibinong,Kabupaten Bogor,3201210002,-6.510813,106.823105,good
69918146,SMAN 4 Cibinong,Kabupaten Bogor,3201210004,-6.486213,106.858278,good
20227487,SMKN 5 Garut,Kabupaten Garut,3205060009,-7.4997,107.6959,need check
20200685,SMAN 1 Ciawi Bogor,Kabupaten Bogor,3201100010,-6.6762,106.8612,good
20232375,SMAN 1 Cisarua,Kabupaten Bogor,3201110008,-6.6661,106.926,good
69772603,SMKN 1 Puncak Cisarua,Kabupaten Bogor,3201110003,-6.6974,106.97,good
20232380,SMAN 1 Megamendung,Kabupaten Bogor,3201120006,-6.678,106.8878,very good
20231337,SMAN 1 Sukaraja,Kabupaten Bogor,3201130006,-6.5848,106.845,good
20232383,SMAN 1 Sukamakmur,Kabupaten Bogor,3201150005,-6.5778,107.0073,poor
20200884,SMAN 1 Cariu,Kabupaten Bogor,3201160017,-6.5235,107.1266,very good
20231420,SMKN 1 Cibinong,Kabupaten Bogor,3201210001,-6.522,106.8077,good
20200602,SMAN 1 Parung,Kabupaten Bogor,3201240014,-6.4369,106.711,very good
20200903,SMAN 1 Rumpin,Kabupaten Bogor,3201270010,-6.5501,106.5344,very good
20200587,SMAN 1 Jasinga,Kabupaten Bogor,3201280012,-6.472,106.4681,poor
20231338,SMAN 1 Tenjo,Kabupaten Bogor,3201290004,-6.348,106.4638,poor
20232376,SMAN 1 Ciseeng,Kabupaten Bogor,3201250003,-6.4006,106.693,very good
20276388,SMAN 1 Klapanunggal,Kabupaten Bogor,3201181006,-6.4522,106.9609,good
20232382,SMAN 1 Sukajaya,Kabupaten Bogor,3201270006,-6.5928,106.5187,good
69754446,SMAN 1 Rancabungur,Kabupaten Bogor,3201231003,-6.5425,106.7171,very good
20232371,SMAN 1 Tajurhalang,Kabupaten Bogor,3201221002,-6.4767,106.757,good
20200886,SMAN 1 Cigombong,Kabupaten Bogor,3201081003,-6.7492,106.8041,good
69752279,SMAN 1 Tenjolaya,Kabupaten Bogor,3201051001,-6.6429,106.6939,very good
20202260,SMAN 1 Ciracap,Kabupaten Sukabumi,3202020003,-7.329879,106.514376,very good
20253979,SMAN 1 Surade,Kabupaten Sukabumi,3202030018,-7.3373,106.5824,very good
20253014,SMKN 1 Surade,Kabupaten Sukabumi,3202030003,-7.367506,106.561311,poor
20253845,SMAN 1 Kalibunder,Kabupaten Sukabumi,3202050004,-7.263216,106.729191,poor
20246472,SMKN 1 Tegalbuleud,Kabupaten Sukabumi,3202060003,-7.3849,106.7431,need check
20202259,SMAN 1 Sagaranten,Kabupaten Sukabumi,3202080010,-7.217,106.8816,very good
20253844,SMKN 1 Sagaranten,Kabupaten Sukabumi,3202080017,-7.1712,106.888,very good
20202265,SMAN 1 Lengkong,Kabupaten Sukabumi,3202100004,-7.1303,106.7039,very good
20202267,SMAN 1 Pelabuhan Ratu,Kabupaten Sukabumi,3202110007,-6.9878,106.5596,very good
20253660,SMKN 1 Palabuhanratu,Kabupaten Sukabumi,3202110007,-6.9774,106.5455,good
20202264,SMAN 1 Jampangtengah,Kabupaten Sukabumi,3202130010,-7.063,106.8127,very good
20202288,SMAN 1 Cikembar,Kabupaten Sukabumi,3202140007,-6.961845,106.784782,good
20252009,SMAN 1 Nyalindung,Kabupaten Sukabumi,3202150003,-7.0329,106.9441,very good
20252841,SMKN 1 Gegerbitung,Kabupaten Sukabumi,3202160003,-6.979553,107.016239,good
20202250,SMAN 1 Sukaraja,Kabupaten Sukabumi,3202170013,-6.913913,106.971547,good
60726515,SMKN 1 Sukabumi,Kabupaten Sukabumi,3202190008,-6.852,106.9393,good
20251778,SMAN 1 Parakansalak,Kabupaten Sukabumi,3202250005,-6.801008,106.709913,good
20202254,SMAN 1 Parung Kuda,Kabupaten Sukabumi,3202260009,-6.834382,106.759418,very good
20252008,SMAN 1 Cikidang,Kabupaten Sukabumi,3202280005,-6.897601,106.650602,good
20202262,SMAN 1 Cisolok,Kabupaten Sukabumi,3202290019,-6.9334,106.4706,very good
20253664,SMAN 1 Kabandungan,Kabupaten Sukabumi,3202300003,-6.788746,106.620155,good
20202261,SMAN 1 Cisaat,Kabupaten Sukabumi,3202201007,-6.925192,106.880712,very good
20253633,SMKN 1 Gunungguruh,Kabupaten Sukabumi,3202201006,-6.943468,106.877167,very good
20267968,SMAN 1 Cikakak,Kabupaten Sukabumi,3202291002,-6.9586,106.4977,good
20202258,SMAN 1 Simpenan,Kabupaten Sukabumi,3202111004,-7.027128,106.567129,very good
20253861,SMKN 9 Garut,Kabupaten Garut,3205150012,-7.2585,107.8439,good
69944078,SMAN 1 Cireunghas,Kabupaten Sukabumi,3202172002,-6.94692,107.02094,good
20258445,SMKN 1 Sukalarang,Kabupaten Sukabumi,3202173004,-6.880592,107.016327,good
20254202,SMKN 1 Bojonggenteng,Kabupaten Sukabumi,3202261002,-6.83759,106.723784,very good
69957429,SMAN 1 Pagelaran,Kabupaten Cianjur,3203100013,-7.1897,107.1463,poor
60726857,SMKN PP Cianjur,Kabupaten Cianjur,3203140007,-6.8545,107.1316,good
20203872,SMKN 1 Cianjur,Kabupaten Cianjur,3203200008,-6.8265,107.1367,good
69755244,SMKN 1 Haurwangi,Kabupaten Cianjur,3203161003,-6.8396,107.2858,very good
20206213,SMAN 1 Ciwidey,Kabupaten Bandung,3204010003,-7.098562,107.464982,good
20206207,SMAN 1 Pangalengan,Kabupaten Bandung,3204040011,-7.172987,107.575693,good
20206215,SMKN 5 Pangalengan,Kabupaten Bandung,3204040011,-7.158518,107.610974,need check
20227906,SMAN 1 Kertasari,Kabupaten Bandung,3204050008,-7.1549,107.6982,very good
20227904,SMAN 1 Cikancung,Kabupaten Bandung,3204090004,-7.026074,107.815524,very good
20251792,SMAN 1 Cicalengka,Kabupaten Bandung,3204100010,-6.9838,107.842,good
20254054,SMAN 1 Rancaekek,Kabupaten Bandung,3204110005,-6.959997,107.76571,very good
20256564,SMKN 1 Majalaya,Kabupaten Bandung,3204120004,-7.061212,107.744713,good
69967685,SMKN 1 Arjasari,Kabupaten Bandung,3204150009,-7.0585,107.6737,good
20206214,SMKN 1 Katapang,Kabupaten Bandung,3204180005,-7.009912,107.547725,very good
20206205,SMAN 1 Soreang,Kabupaten Bandung,3204190007,-7.034485,107.539448,good
20271834,SMKN 1 Soreang,Kabupaten Bandung,3204190007,-7.036813,107.535697,very good
20227907,SMAN 1 Margaasih,Kabupaten Bandung,3204250002,-6.9709,107.5487,good
20227889,SMAN 1 Dayeuhkolot,Kabupaten Bandung,3204270006,-6.9685,107.6341,good
69929705,SMKN 1 Cilengkrang,Kabupaten Bandung,3204300005,-6.8889,107.7202,good
69883580,SMKN 1 Rancabali,Kabupaten Bandung,3204011001,-7.189295,107.282651,very good
20206210,SMAN 1 Majalaya,Kabupaten Bandung,3204121001,-7.0299,107.7699,very good
20208422,SMAN Jatinangor,Kabupaten Sumedang,3211010008,-6.9286,107.7796,very good
20235621,SMAN Cimanggung,Kabupaten Sumedang,3211020004,-6.9569,107.8209,good
20208392,SMAN Tanjungsari,Kabupaten Sumedang,3211030015,-6.897,107.8104,good
20254188,SMK PPN Tanjungsari,Kabupaten Sumedang,3211030008,-6.8991,107.8181,very good
20208408,SMAN Rancakalong,Kabupaten Sumedang,3211040011,-6.8257,107.8498,need check
20208419,SMAN 1 Sumedang,Kabupaten Sumedang,3211050012,-6.8583,107.9214,good
20208420,SMAN 2 Sumedang,Kabupaten Sumedang,3211060013,-6.8485,107.9466,very good
20208421,SMAN 3 Sumedang,Kabupaten Sumedang,3211060011,-6.8441,107.9288,good
20208393,SMKN 1 Sumedang,Kabupaten Sumedang,3211060011,-6.8376,107.9274,good
20208394,SMKN 2 Sumedang,Kabupaten Sumedang,3211060011,-6.8358,107.9284,good
20208391,SMAN Situraja,Kabupaten Sumedang,3211070018,-6.8412,108.0176,good
20235623,SMAN Darmaraja,Kabupaten Sumedang,3211080018,-6.894,108.0551,very good
20235624,SMAN Tomo,Kabupaten Sumedang,3211120008,-6.7637,108.1259,good
20235622,SMAN Conggeang,Kabupaten Sumedang,3211140006,-6.7528,108.0062,poor
20235619,SMAN 1 Cimalaka,Kabupaten Sumedang,3211160022,-6.8049,107.9496,good
20235620,SMAN 2 Cimalaka,Kabupaten Sumedang,3211160022,-6.7958,107.9494,very good
20254838,SMK PP Negeri Sumedang,Kabupaten Sumedang,3211160022,-6.797,107.9496,very good
20251887,SMKN 1 Buahdua,Kabupaten Sumedang,3211180005,-6.7194,107.949,very good
20208423,SMAN Jatinunggal,Kabupaten Sumedang,3211101008,-6.9456,108.1245,very good
20251889,SMKN Sukasari,Kabupaten Sumedang,3211031004,-6.8989,107.7611,good
20262129,SMKN 11 Garut,Kabupaten Garut,3205010009,-7.3747,107.4948,good
69753554,SMKN 13 Garut,Kabupaten Garut,3205040003,-7.3158,107.7078,need check
20227461,SMAN 27 Garut,Kabupaten Garut,3205080003,-7.6779,107.8033,good
69971763,SMAN 31 Garut,Kabupaten Garut,3205080006,-7.6918,107.8898,poor
20209232,SMAN 22 Garut,Kabupaten Garut,3205090006,-7.555,107.8083,good
20227463,SMAN 4 Garut,Kabupaten Garut,3205120004,-7.3652,107.8205,good
